chrom,start,end,region,panel
chr1,40236306,40236307,chr1_40236304_40236400,TSMA_panel
chr1,40236317,40236318,chr1_40236304_40236400,TSMA_panel
chr1,40236324,40236325,chr1_40236304_40236400,TSMA_panel
chr1,40236326,40236327,chr1_40236304_40236400,TSMA_panel
chr1,40236345,40236346,chr1_40236304_40236400,TSMA_panel
chr1,40236348,40236349,chr1_40236304_40236400,TSMA_panel
chr1,40236368,40236369,chr1_40236304_40236400,TSMA_panel
chr1,40236385,40236386,chr1_40236304_40236400,TSMA_panel
chr1,40236396,40236397,chr1_40236304_40236400,TSMA_panel
chr1,40236400,40236401,chr1_40236304_40236400,TSMA_panel
chr1,41284067,41284068,chr1_41284065_41284166,TSMA_panel
chr1,41284117,41284118,chr1_41284065_41284166,TSMA_panel
chr1,41284123,41284124,chr1_41284065_41284166,TSMA_panel
chr1,41284129,41284130,chr1_41284065_41284166,TSMA_panel
chr1,41284133,41284134,chr1_41284065_41284166,TSMA_panel
chr1,41284135,41284136,chr1_41284065_41284166,TSMA_panel
chr1,41284157,41284158,chr1_41284065_41284166,TSMA_panel
chr1,41284160,41284161,chr1_41284065_41284166,TSMA_panel
chr1,41284166,41284167,chr1_41284065_41284166,TSMA_panel
chr1,41284290,41284291,chr1_41284288_41284388,TSMA_panel
chr1,41284299,41284300,chr1_41284288_41284388,TSMA_panel
chr1,41284302,41284303,chr1_41284288_41284388,TSMA_panel
chr1,41284304,41284305,chr1_41284288_41284388,TSMA_panel
chr1,41284307,41284308,chr1_41284288_41284388,TSMA_panel
chr1,41284340,41284341,chr1_41284288_41284388,TSMA_panel
chr1,41284342,41284343,chr1_41284288_41284388,TSMA_panel
chr1,41284368,41284369,chr1_41284288_41284388,TSMA_panel
chr1,41284370,41284371,chr1_41284288_41284388,TSMA_panel
chr1,41284372,41284373,chr1_41284288_41284388,TSMA_panel
chr1,41284374,41284375,chr1_41284288_41284388,TSMA_panel
chr1,41284382,41284383,chr1_41284288_41284388,TSMA_panel
chr1,41284388,41284389,chr1_41284288_41284388,TSMA_panel
chr1,41284401,41284402,chr1_41284399_41284498,TSMA_panel
chr1,41284410,41284411,chr1_41284399_41284498,TSMA_panel
chr1,41284419,41284420,chr1_41284399_41284498,TSMA_panel
chr1,41284428,41284429,chr1_41284399_41284498,TSMA_panel
chr1,41284449,41284450,chr1_41284399_41284498,TSMA_panel
chr1,41284473,41284474,chr1_41284399_41284498,TSMA_panel
chr1,41284498,41284499,chr1_41284399_41284498,TSMA_panel
chr1,41327272,41327273,chr1_41327272_41327371,TSMA_panel
chr1,41327274,41327275,chr1_41327272_41327371,TSMA_panel
chr1,41327287,41327288,chr1_41327272_41327371,TSMA_panel
chr1,41327298,41327299,chr1_41327272_41327371,TSMA_panel
chr1,41327304,41327305,chr1_41327272_41327371,TSMA_panel
chr1,41327325,41327326,chr1_41327272_41327371,TSMA_panel
chr1,41327334,41327335,chr1_41327272_41327371,TSMA_panel
chr1,41327336,41327337,chr1_41327272_41327371,TSMA_panel
chr1,41327340,41327341,chr1_41327272_41327371,TSMA_panel
chr1,41327342,41327343,chr1_41327272_41327371,TSMA_panel
chr1,41327352,41327353,chr1_41327272_41327371,TSMA_panel
chr1,41327368,41327369,chr1_41327272_41327371,TSMA_panel
chr1,41327371,41327372,chr1_41327272_41327371,TSMA_panel
chr1,41327793,41327794,chr1_41327791_41327891,TSMA_panel
chr1,41327802,41327803,chr1_41327791_41327891,TSMA_panel
chr1,41327810,41327811,chr1_41327791_41327891,TSMA_panel
chr1,41327820,41327821,chr1_41327791_41327891,TSMA_panel
chr1,41327829,41327830,chr1_41327791_41327891,TSMA_panel
chr1,41327831,41327832,chr1_41327791_41327891,TSMA_panel
chr1,41327833,41327834,chr1_41327791_41327891,TSMA_panel
chr1,41327843,41327844,chr1_41327791_41327891,TSMA_panel
chr1,41327846,41327847,chr1_41327791_41327891,TSMA_panel
chr1,41327855,41327856,chr1_41327791_41327891,TSMA_panel
chr1,41327860,41327861,chr1_41327791_41327891,TSMA_panel
chr1,41327868,41327869,chr1_41327791_41327891,TSMA_panel
chr1,41327879,41327880,chr1_41327791_41327891,TSMA_panel
chr1,41327882,41327883,chr1_41327791_41327891,TSMA_panel
chr1,41327891,41327892,chr1_41327791_41327891,TSMA_panel
chr1,6086448,6086449,chr1_6086446_6086530,TSMA_panel
chr1,6086464,6086465,chr1_6086446_6086530,TSMA_panel
chr1,6086483,6086484,chr1_6086446_6086530,TSMA_panel
chr1,6086487,6086488,chr1_6086446_6086530,TSMA_panel
chr1,6086493,6086494,chr1_6086446_6086530,TSMA_panel
chr1,6086521,6086522,chr1_6086446_6086530,TSMA_panel
chr1,6086530,6086531,chr1_6086446_6086530,TSMA_panel
chr1,6269209,6269210,chr1_6269207_6269302,TSMA_panel
chr1,6269234,6269235,chr1_6269207_6269302,TSMA_panel
chr1,6269243,6269244,chr1_6269207_6269302,TSMA_panel
chr1,6269245,6269246,chr1_6269207_6269302,TSMA_panel
chr1,6269260,6269261,chr1_6269207_6269302,TSMA_panel
chr1,6269271,6269272,chr1_6269207_6269302,TSMA_panel
chr1,6269273,6269274,chr1_6269207_6269302,TSMA_panel
chr1,6269294,6269295,chr1_6269207_6269302,TSMA_panel
chr1,6269302,6269303,chr1_6269207_6269302,TSMA_panel
chr1,6301928,6301929,chr1_6301926_6301996,TSMA_panel
chr1,6301944,6301945,chr1_6301926_6301996,TSMA_panel
chr1,6301951,6301952,chr1_6301926_6301996,TSMA_panel
chr1,6301958,6301959,chr1_6301926_6301996,TSMA_panel
chr1,6301979,6301980,chr1_6301926_6301996,TSMA_panel
chr1,6301996,6301997,chr1_6301926_6301996,TSMA_panel
chr1,6304888,6304889,chr1_6304886_6304981,TSMA_panel
chr1,6304898,6304899,chr1_6304886_6304981,TSMA_panel
chr1,6304919,6304920,chr1_6304886_6304981,TSMA_panel
chr1,6304932,6304933,chr1_6304886_6304981,TSMA_panel
chr1,6304963,6304964,chr1_6304886_6304981,TSMA_panel
chr1,6304972,6304973,chr1_6304886_6304981,TSMA_panel
chr1,6304976,6304977,chr1_6304886_6304981,TSMA_panel
chr1,6304981,6304982,chr1_6304886_6304981,TSMA_panel
chr1,6507699,6507700,chr1_6507697_6507799,TSMA_panel
chr1,6507706,6507707,chr1_6507697_6507799,TSMA_panel
chr1,6507720,6507721,chr1_6507697_6507799,TSMA_panel
chr1,6507731,6507732,chr1_6507697_6507799,TSMA_panel
chr1,6507733,6507734,chr1_6507697_6507799,TSMA_panel
chr1,6507740,6507741,chr1_6507697_6507799,TSMA_panel
chr1,6507746,6507747,chr1_6507697_6507799,TSMA_panel
chr1,6507752,6507753,chr1_6507697_6507799,TSMA_panel
chr1,6507761,6507762,chr1_6507697_6507799,TSMA_panel
chr1,6507797,6507798,chr1_6507697_6507799,TSMA_panel
chr1,6507799,6507800,chr1_6507697_6507799,TSMA_panel
chr1,77747788,77747789,chr1_77747786_77747875,TSMA_panel
chr1,77747794,77747795,chr1_77747786_77747875,TSMA_panel
chr1,77747797,77747798,chr1_77747786_77747875,TSMA_panel
chr1,77747803,77747804,chr1_77747786_77747875,TSMA_panel
chr1,77747805,77747806,chr1_77747786_77747875,TSMA_panel
chr1,77747821,77747822,chr1_77747786_77747875,TSMA_panel
chr1,77747831,77747832,chr1_77747786_77747875,TSMA_panel
chr1,77747853,77747854,chr1_77747786_77747875,TSMA_panel
chr1,77747873,77747874,chr1_77747786_77747875,TSMA_panel
chr1,77747875,77747876,chr1_77747786_77747875,TSMA_panel
chr1,86621216,86621217,chr1_86621214_86621302,TSMA_panel
chr1,86621255,86621256,chr1_86621214_86621302,TSMA_panel
chr1,86621279,86621280,chr1_86621214_86621302,TSMA_panel
chr1,86621289,86621290,chr1_86621214_86621302,TSMA_panel
chr1,86621302,86621303,chr1_86621214_86621302,TSMA_panel
chr1,86621797,86621798,chr1_86621795_86621897,TSMA_panel
chr1,86621831,86621832,chr1_86621795_86621897,TSMA_panel
chr1,86621850,86621851,chr1_86621795_86621897,TSMA_panel
chr1,86621887,86621888,chr1_86621795_86621897,TSMA_panel
chr1,86621889,86621890,chr1_86621795_86621897,TSMA_panel
chr1,86621897,86621898,chr1_86621795_86621897,TSMA_panel
chr1,87617267,87617268,chr1_87617265_87617354,TSMA_panel
chr1,87617296,87617297,chr1_87617265_87617354,TSMA_panel
chr1,87617314,87617315,chr1_87617265_87617354,TSMA_panel
chr1,87617323,87617324,chr1_87617265_87617354,TSMA_panel
chr1,87617328,87617329,chr1_87617265_87617354,TSMA_panel
chr1,87617350,87617351,chr1_87617265_87617354,TSMA_panel
chr1,87617354,87617355,chr1_87617265_87617354,TSMA_panel
chr1,90099599,90099600,chr1_90099597_90099695,TSMA_panel
chr1,90099625,90099626,chr1_90099597_90099695,TSMA_panel
chr1,90099649,90099650,chr1_90099597_90099695,TSMA_panel
chr1,90099657,90099658,chr1_90099597_90099695,TSMA_panel
chr1,90099695,90099696,chr1_90099597_90099695,TSMA_panel
chr10,104170437,104170438,chr10_104170435_104170513,TSMA_panel
chr10,104170439,104170440,chr10_104170435_104170513,TSMA_panel
chr10,104170459,104170460,chr10_104170435_104170513,TSMA_panel
chr10,104170478,104170479,chr10_104170435_104170513,TSMA_panel
chr10,104170486,104170487,chr10_104170435_104170513,TSMA_panel
chr10,104170494,104170495,chr10_104170435_104170513,TSMA_panel
chr10,104170506,104170507,chr10_104170435_104170513,TSMA_panel
chr10,104170513,104170514,chr10_104170435_104170513,TSMA_panel
chr10,104170540,104170541,chr10_104170538_104170638,TSMA_panel
chr10,104170553,104170554,chr10_104170538_104170638,TSMA_panel
chr10,104170556,104170557,chr10_104170538_104170638,TSMA_panel
chr10,104170559,104170560,chr10_104170538_104170638,TSMA_panel
chr10,104170588,104170589,chr10_104170538_104170638,TSMA_panel
chr10,104170605,104170606,chr10_104170538_104170638,TSMA_panel
chr10,104170638,104170639,chr10_104170538_104170638,TSMA_panel
chr10,105532305,105532306,chr10_105532303_105532401,TSMA_panel
chr10,105532324,105532325,chr10_105532303_105532401,TSMA_panel
chr10,105532339,105532340,chr10_105532303_105532401,TSMA_panel
chr10,105532368,105532369,chr10_105532303_105532401,TSMA_panel
chr10,105532399,105532400,chr10_105532303_105532401,TSMA_panel
chr10,105532401,105532402,chr10_105532303_105532401,TSMA_panel
chr10,106088690,106088691,chr10_106088688_106088778,TSMA_panel
chr10,106088702,106088703,chr10_106088688_106088778,TSMA_panel
chr10,106088711,106088712,chr10_106088688_106088778,TSMA_panel
chr10,106088755,106088756,chr10_106088688_106088778,TSMA_panel
chr10,106088778,106088779,chr10_106088688_106088778,TSMA_panel
chr10,126300490,126300491,chr10_126300488_126300571,TSMA_panel
chr10,126300518,126300519,chr10_126300488_126300571,TSMA_panel
chr10,126300539,126300540,chr10_126300488_126300571,TSMA_panel
chr10,126300544,126300545,chr10_126300488_126300571,TSMA_panel
chr10,126300571,126300572,chr10_126300488_126300571,TSMA_panel
chr10,126840481,126840482,chr10_126840479_126840576,TSMA_panel
chr10,126840486,126840487,chr10_126840479_126840576,TSMA_panel
chr10,126840524,126840525,chr10_126840479_126840576,TSMA_panel
chr10,126840533,126840534,chr10_126840479_126840576,TSMA_panel
chr10,126840535,126840536,chr10_126840479_126840576,TSMA_panel
chr10,126840538,126840539,chr10_126840479_126840576,TSMA_panel
chr10,126840545,126840546,chr10_126840479_126840576,TSMA_panel
chr10,126840569,126840570,chr10_126840479_126840576,TSMA_panel
chr10,126840574,126840575,chr10_126840479_126840576,TSMA_panel
chr10,126840576,126840577,chr10_126840479_126840576,TSMA_panel
chr10,126840807,126840808,chr10_126840805_126840892,TSMA_panel
chr10,126840823,126840824,chr10_126840805_126840892,TSMA_panel
chr10,126840827,126840828,chr10_126840805_126840892,TSMA_panel
chr10,126840839,126840840,chr10_126840805_126840892,TSMA_panel
chr10,126840866,126840867,chr10_126840805_126840892,TSMA_panel
chr10,126840868,126840869,chr10_126840805_126840892,TSMA_panel
chr10,126840873,126840874,chr10_126840805_126840892,TSMA_panel
chr10,126840892,126840893,chr10_126840805_126840892,TSMA_panel
chr10,129845660,129845661,chr10_129845658_129845739,TSMA_panel
chr10,129845666,129845667,chr10_129845658_129845739,TSMA_panel
chr10,129845670,129845671,chr10_129845658_129845739,TSMA_panel
chr10,129845681,129845682,chr10_129845658_129845739,TSMA_panel
chr10,129845705,129845706,chr10_129845658_129845739,TSMA_panel
chr10,129845724,129845725,chr10_129845658_129845739,TSMA_panel
chr10,129845736,129845737,chr10_129845658_129845739,TSMA_panel
chr10,129845739,129845740,chr10_129845658_129845739,TSMA_panel
chr10,129845901,129845902,chr10_129845899_129845981,TSMA_panel
chr10,129845903,129845904,chr10_129845899_129845981,TSMA_panel
chr10,129845937,129845938,chr10_129845899_129845981,TSMA_panel
chr10,129845964,129845965,chr10_129845899_129845981,TSMA_panel
chr10,129845968,129845969,chr10_129845899_129845981,TSMA_panel
chr10,129845981,129845982,chr10_129845899_129845981,TSMA_panel
chr10,13702150,13702151,chr10_13702148_13702250,TSMA_panel
chr10,13702163,13702164,chr10_13702148_13702250,TSMA_panel
chr10,13702174,13702175,chr10_13702148_13702250,TSMA_panel
chr10,13702180,13702181,chr10_13702148_13702250,TSMA_panel
chr10,13702198,13702199,chr10_13702148_13702250,TSMA_panel
chr10,13702232,13702233,chr10_13702148_13702250,TSMA_panel
chr10,13702250,13702251,chr10_13702148_13702250,TSMA_panel
chr10,13933921,13933922,chr10_13933919_13934020,TSMA_panel
chr10,13933933,13933934,chr10_13933919_13934020,TSMA_panel
chr10,13933936,13933937,chr10_13933919_13934020,TSMA_panel
chr10,13933938,13933939,chr10_13933919_13934020,TSMA_panel
chr10,13933949,13933950,chr10_13933919_13934020,TSMA_panel
chr10,13933960,13933961,chr10_13933919_13934020,TSMA_panel
chr10,13933967,13933968,chr10_13933919_13934020,TSMA_panel
chr10,13933969,13933970,chr10_13933919_13934020,TSMA_panel
chr10,13933971,13933972,chr10_13933919_13934020,TSMA_panel
chr10,13933977,13933978,chr10_13933919_13934020,TSMA_panel
chr10,13933980,13933981,chr10_13933919_13934020,TSMA_panel
chr10,13933983,13933984,chr10_13933919_13934020,TSMA_panel
chr10,13933989,13933990,chr10_13933919_13934020,TSMA_panel
chr10,13933993,13933994,chr10_13933919_13934020,TSMA_panel
chr10,13933996,13933997,chr10_13933919_13934020,TSMA_panel
chr10,13934000,13934001,chr10_13933919_13934020,TSMA_panel
chr10,13934018,13934019,chr10_13933919_13934020,TSMA_panel
chr10,13934020,13934021,chr10_13933919_13934020,TSMA_panel
chr10,18430179,18430180,chr10_18430177_18430276,TSMA_panel
chr10,18430184,18430185,chr10_18430177_18430276,TSMA_panel
chr10,18430193,18430194,chr10_18430177_18430276,TSMA_panel
chr10,18430199,18430200,chr10_18430177_18430276,TSMA_panel
chr10,18430214,18430215,chr10_18430177_18430276,TSMA_panel
chr10,18430219,18430220,chr10_18430177_18430276,TSMA_panel
chr10,18430224,18430225,chr10_18430177_18430276,TSMA_panel
chr10,18430233,18430234,chr10_18430177_18430276,TSMA_panel
chr10,18430276,18430277,chr10_18430177_18430276,TSMA_panel
chr10,3710849,3710850,chr10_3710847_3710948,TSMA_panel
chr10,3710872,3710873,chr10_3710847_3710948,TSMA_panel
chr10,3710887,3710888,chr10_3710847_3710948,TSMA_panel
chr10,3710935,3710936,chr10_3710847_3710948,TSMA_panel
chr10,3710948,3710949,chr10_3710847_3710948,TSMA_panel
chr10,43697753,43697754,chr10_43697751_43697849,TSMA_panel
chr10,43697778,43697779,chr10_43697751_43697849,TSMA_panel
chr10,43697784,43697785,chr10_43697751_43697849,TSMA_panel
chr10,43697804,43697805,chr10_43697751_43697849,TSMA_panel
chr10,43697814,43697815,chr10_43697751_43697849,TSMA_panel
chr10,43697817,43697818,chr10_43697751_43697849,TSMA_panel
chr10,43697819,43697820,chr10_43697751_43697849,TSMA_panel
chr10,43697825,43697826,chr10_43697751_43697849,TSMA_panel
chr10,43697827,43697828,chr10_43697751_43697849,TSMA_panel
chr10,43697849,43697850,chr10_43697751_43697849,TSMA_panel
chr10,43725009,43725010,chr10_43725007_43725109,TSMA_panel
chr10,43725012,43725013,chr10_43725007_43725109,TSMA_panel
chr10,43725023,43725024,chr10_43725007_43725109,TSMA_panel
chr10,43725029,43725030,chr10_43725007_43725109,TSMA_panel
chr10,43725035,43725036,chr10_43725007_43725109,TSMA_panel
chr10,43725051,43725052,chr10_43725007_43725109,TSMA_panel
